図表：１－１－１（刑法犯認知・検挙状況）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
年次,S21,S22,S23,S24,S25,S26,S27,S28,S29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,人口10万人当たり,62.7,60.6,55.3,50.1,46.6,46.7,42.3,44.8,47,49.9,,,,,,,,,,,,,,,,,,,,,,,,,,
,70-79歳,,12848,12474,11711,11010,10723,10664,9640,10022,9924,10277,,,,,,,,,,,,,,,,,,,,,,,,,,
,,人口10万人当たり,92.3,86.3,77.4,69.4,66,65.1,58.9,61.5,61.7,63.9,,,,,,,,,,,,,,,,,,,,,,,,,,
,80歳以上,,7371,7326,7150,6691,6561,6582,6425,6859,7061,7168,,,,,,,,,,,,,,,,,,,,,,,,,,
,,人口10万人当たり,71.1,68.4,65,59.8,56.9,55,52.1,54.4,54.8,55.6,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
図表：２－３－３－ウ－５（男女・前歴の有無別20歳以上万引き検挙人員）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,年次,H28,H29,H30,R元,R2,R3,R4,R5,R6,R7,,,,,,,,,,,,,,,,,,,,,,,,,
区分,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
検挙人員（人）,,,,61358,58634,54643,50230,47491,46927,42472,44896,46589,49023,,,,,,,,,,,,,,,,,,,,,,,,,
,男性,,,34680,33408,31199,29078,27569,26895,24337,25933,27123,28784,,,,,,,,,,,,,,,,,,,,,,,,,
,,前歴なし,,13502,12803,11681,10735,10166,9833,8920,9769,10218,11028,,,,,,,,,,,,,,,,,,,,,,,,,
,,前歴あり,,21178,20605,19518,18343,17403,17062,15417,16164,16905,17756,,,,,,,,,,,,,,,,,,,,,,,,,
,,,同一罪種の前歴あり,17588,17025,16298,15361,14646,14409,12970,13539,14123,14867,,,,,,,,,,,,,,,,,,,,,,,,,
,,,同一罪種の前歴なし,3590,3580,3220,2982,2757,2653,2447,2625,2782,2889,,,,,,,,,,,,,,,,,,,,,,,,,
,女性,,,26678,25226,23444,21152,19922,20032,18135,18963,19466,20239,,,,,,,,,,,,,,,,,,,,,,,,,
,,前歴なし,,13627,12634,11444,10209,9529,9441,8743,9360,9700,10527,,,,,,,,,,,,,,,,,,,,,,,,,
,,前歴あり,,13051,12592,12000,10943,10393,10591,9392,9603,9766,9712,,,,,,,,,,,,,,,,,,,,,,,,,
,,,同一罪種の前歴あり,12343,11896,11384,10344,9843,10023,8882,9067,9204,9126,,,,,,,,,,,,,,,,,,,,,,,,,
,,,同一罪種の前歴なし,708,696,616,599,550,568,510,536,562,586,,,,,,,,,,,,,,,,,,,,,,,,,
※　検挙時の年齢が20歳以上の検挙人員に限る。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
図表：２－３－３－エ－１（鍵の状態別オートバイ盗認知・検挙状況）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,年次,H28,H29,H30,R元,R2,R3,R4,R5,R6,R7,,,,,,,,,,,,,,,,,,,,,,,,,,,
区分,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
認知件数(件),,24304,20184,15292,11255,9018,7569,7913,9946,11641,14552,,,,,,,,,,,,,,,,,,,,,,,,,,,
,キーあり,6737,5604,4175,3261,2455,2085,2635,3586,4377,5159,,,,,,,,,,,,,,,,,,,,,,,,,,,
,キーなし,17567,14580,11117,7994,6563,5484,5278,6360,7264,9393,,,,,,,,,,,,,,,,,,,,,,,,,,,
検挙件数(件),,3690,3017,2652,2422,1489,1289,1458,1717,2127,2970,,,,,,,,,,,,,,,,,,,,,,,,,,,
,キーあり,1507,1143,1003,733,750,579,641,868,1151,1310,,,,,,,,,,,,,,,,,,,,,,,,,,,
,キーなし,2183,1874,1649,1689,739,710,817,849,976,1660,,,,,,,,,,,,,,,,,,,,,,,,,,,
検挙人員(人),,2246,1531,1203,841,888,727,720,971,1269,1456,,,,,,,,,,,,,,,,,,,,,,,,,,,
,キーあり,1221,885,709,486,594,441,448,648,856,954,,,,,,,,,,,,,,,,,,,,,,,,,,,
,キーなし,1025,646,494,355,294,286,272,323,413,502,,,,,,,,,,,,,,,,,,,,,,,,,,,
検挙率（％）,,15.2,14.9,17.3,21.5,16.5,17,18.4,17.3,18.3,20.4,,,,,,,,,,,,,,,,,,,,,,,,,,,
,キーあり,22.4,20.4,24,22.5,30.5,27.8,24.3,24.2,26.3,25.4,,,,,,,,,,,,,,,,,,,,,,,,,,,
,キーなし,12.4,12.9,14.8,21.1,11.3,12.9,15.5,13.3,13.4,17.7,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
図表：２－３－３－エ－２（鍵の状態・発生場所別オートバイ盗認知件数）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,年次,R2,R3,R4,R5,R6,R7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
区分,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
キーあり認知件数(件),,,2455,2085,2635,3586,4377,5159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,駐車(輪)場,,438,349,378,545,574,738,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,道路上,,294,259,382,547,539,683,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,住宅,,1024,870,998,1328,1661,1868,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,一戸建住宅,412,318,386,484,621,714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,４階建以上共同住宅,307,258,332,390,495,611,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,３階建以下共同住宅,305,294,280,454,545,543,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,その他,,699,607,877,1166,1603,1870,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
キーなし認知件数,,,6563,5484,5278,6360,7264,9393,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,駐車(輪)場,,1136,757,621,714,923,1340,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,道路上,,505,418,409,403,467,560,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,住宅,,4277,3748,3628,4439,4908,6197,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,一戸建住宅,959,829,852,1103,1070,1359,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,４階建以上共同住宅,1784,1602,1495,1708,2217,2842,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,３階建以下共同住宅,1534,1317,1281,1628,1621,1996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,その他,,645,561,620,804,966,1296,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
図表：２－３－３－エ－３（排気量別オートバイ千台当たりオートバイ盗被害品数）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,年次,H28,H29,H30,R元,R2,R3,R4,R5,R6,R7,,,,,,,,,,,,,,,,,,,,,,,,,,,
区分,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50cc超被害品数,,7542,7169,6000,4206,3708,3290,3297,4077,4695,5925,,,,,,,,,,,,,,,,,,,,,,,,,,,
,千台当たり※,1.4,1.3,1.1,0.8,0.7,0.6,0.6,0.7,0.8,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
50cc以下被害品数,,16461,12740,9129,6933,5207,4210,4518,5757,6609,8176,,,,,,,,,,,,,,,,,,,,,,,,,,,
,千台当たり,2.8,2.3,1.7,1.4,1.1,0.9,1,1.3,1.6,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
※　｢千台当たり｣の指数は、一般社団法人全国軽自動車協会連合会資料による各年３月末現在の軽二輪車及び,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
　小型二輪車の保有台数並びに総務省市町村税課税状況等の調による各年賦課期日現在の50cc以下、50cc超～,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
　90cc及び90cc超の原動機付自転車台数を基に算出,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
※　50cc以下被害品数に特定小型原動機付自転車（電動キックボード等）は含まない。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
図表：２－３－３－エ－４（鍵の状態別オートバイ盗被害車両還付状況）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,年次,H28,H29,H30,R元,R2,R3,R4,R5,R6,R7,,,,,,,,,,,,,,,,,,,,,,,,,,,
区分,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
キーあり,認知件数(件),6737,5604,4175,3261,2455,2085,2635,3586,4377,5159,,,,,,,,,,,,,,,,,,,,,,,,,,,
,還付件数(件),4144,3180,2478,1882,1649,1241,1341,1904,2240,2638,,,,,,,,,,,,,,,,,,,,,,,,,,,
,還付率(％),61.5,56.7,59.4,57.7,67.2,59.5,50.9,53.1,51.2,51.1,,,,,,,,,,,,,,,,,,,,,,,,,,,
キーなし,認知件数,17567,14580,11117,7994,6563,5484,5278,6360,7264,9393,,,,,,,,,,,,,,,,,,,,,,,,,,,
,還付件数,7120,5314,3695,3198,2209,1713,1687,2000,2496,3821,,,,,,,,,,,,,,,,,,,,,,,,,,,
,還付率(％),40.5,36.4,33.2,40,33.7,31.2,32,31.4,34.4,40.7,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
図表：２－３－３－エ－５（鍵の状態・年齢層別オートバイ盗検挙人員、人口10万人当たり鍵の状態・年齢層別オートバイ盗検挙人員）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,年次,H28,H29,H30,R元,R2,R3,R4,R5,R6,R7,,,,,,,,,,,,,,,,,,,,,,,,
区分,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
検挙人員（人）,,,,,2246,1531,1203,841,888,727,720,971,1269,1456,,,,,,,,,,,,,,,,,,,,,,,,
,キーあり,,,,1221,885,709,486,594,441,448,648,856,954,,,,,,,,,,,,,,,,,,,,,,,,
,,14-19歳,,,1144,812,648,445,540,397,408,585,808,894,,,,,,,,,,,,,,,,,,,,,,,,
,,,,人口10万人当たり,15.9,11.4,9.2,6.4,8,6,6.2,8.9,12.4,13.7,,,,,,,,,,,,,,,,,,,,,,,,
,,,14歳,,257,157,97,56,83,76,79,129,161,197,,,,,,,,,,,,,,,,,,,,,,,,
,,,,人口10万人当たり,22.2,13.9,8.7,5.2,7.7,7,7.3,12.1,15.1,18.5,,,,,,,,,,,,,,,,,,,,,,,,
,,,15歳,,354,268,233,120,175,106,118,162,243,245,,,,,,,,,,,,,,,,,,,,,,,,
,,,,人口10万人当たり,30.1,23.1,20.7,10.8,16.2,9.9,10.9,14.9,22.7,22.9,,,,,,,,,,,,,,,,,,,,,,,,
,,,16歳,,315,209,195,155,155,108,104,176,230,257,,,,,,,,,,,,,,,,,,,,,,,,
,,,,人口10万人当たり,26.3,17.7,16.7,13.7,13.8,10,9.7,16.2,21.1,23.6,,,,,,,,,,,,,,,,,,,,,,,,
,,,17歳,,130,130,77,68,83,71,77,81,122,132,,,,,,,,,,,,,,,,,,,,,,,,
,,,,人口10万人当たり,10.8,10.9,6.5,5.8,7.3,6.3,7.1,7.5,11.2,12.2,,,,,,,,,,,,,,,,,,,,,,,,
,,,18歳,,65,31,35,36,30,24,22,26,38,48,,,,,,,,,,,,,,,,,,,,,,,,
,,,,人口10万人当たり,5.3,2.6,2.9,3,2.6,2.1,2,2.4,3.5,4.4,,,,,,,,,,,,,,,,,,,,,,,,
,,,19歳,,23,17,11,10,14,12,8,11,14,15,,,,,,,,,,,,,,,,,,,,,,,,
,,,,人口10万人当たり,1.9,1.4,0.9,0.8,1.2,1,0.7,1,1.2,1.3,,,,,,,,,,,,,,,,,,,,,,,,
,,20-29歳,,,53,37,36,21,23,21,17,35,28,24,,,,,,,,,,,,,,,,,,,,,,,,
,,,,人口10万人当たり,0.4,0.3,0.3,0.2,0.2,0.2,0.1,0.3,0.2,0.2,,,,,,,,,,,,,,,,,,,,,,,,
,,30歳以上,,,24,36,25,20,31,23,23,28,20,36,,,,,,,,,,,,,,,,,,,,,,,,
,,,,人口10万人当たり,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
,キーなし,,,,1025,646,494,355,294,286,272,323,413,502,,,,,,,,,,,,,,,,,,,,,,,,
,,14-19歳,,,916,573,420,287,242,234,220,271,362,456,,,,,,,,,,,,,,,,,,,,,,,,
,,,,人口10万人当たり,12.7,8.1,6,4.2,3.6,3.5,3.3,4.1,5.5,7,,,,,,,,,,,,,,,,,,,,,,,,
,,,14歳,,204,102,67,41,33,30,43,39,64,110,,,,,,,,,,,,,,,,,,,,,,,,
,,,,人口10万人当たり,17.6,9.1,6,3.8,3.1,2.8,3.9,3.6,6,10.3,,,,,,,,,,,,,,,,,,,,,,,,
,,,15歳,,284,157,132,63,61,73,66,72,113,114,,,,,,,,,,,,,,,,,,,,,,,,
,,,,人口10万人当たり,24.1,13.5,11.7,5.6,5.7,6.8,6.1,6.6,10.6,10.6,,,,,,,,,,,,,,,,,,,,,,,,
,,,16歳,,229,177,118,102,65,72,51,77,109,127,,,,,,,,,,,,,,,,,,,,,,,,
,,,,人口10万人当たり,19.1,15,10.1,9,5.8,6.7,4.7,7.1,10,11.6,,,,,,,,,,,,,,,,,,,,,,,,
,,,17歳,,124,82,57,55,47,37,27,46,39,63,,,,,,,,,,,,,,,,,,,,,,,,
,,,,人口10万人当たり,10.3,6.9,4.8,4.7,4.2,3.3,2.5,4.3,3.6,5.8,,,,,,,,,,,,,,,,,,,,,,,,
,,,18歳,,50,37,31,23,21,13,20,26,31,31,,,,,,,,,,,,,,,,,,,,,,,,
,,,,人口10万人当たり,4.1,3.1,2.6,1.9,1.8,1.1,1.8,2.4,2.8,2.8,,,,,,,,,,,,,,,,,,,,,,,,
,,,19歳,,25,18,15,3,15,9,13,11,6,11,,,,,,,,,,,,,,,,,,,,,,,,
,,,,人口10万人当たり,2,1.5,1.2,0.2,1.2,0.8,1.1,1,0.5,1,,,,,,,,,,,,,,,,,,,,,,,,
,,20-29歳,,,63,47,44,37,16,20,28,21,23,18,,,,,,,,,,,,,,,,,,,,,,,,
,,,,人口10万人当たり,0.5,0.4,0.3,0.3,0.1,0.2,0.2,0.2,0.2,0.1,,,,,,,,,,,,,,,,,,,,,,,,
,,30歳以上,,,46,26,30,31,36,32,24,31,28,28,,,,,,,,,,,,,,,,,,,,,,,,
,,,,人口10万人当たり,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
図表：２－３－３－エ－６（鍵の状態・学職別14-19歳オートバイ盗検挙人員）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,年次,H28,H29,H30,R元,R2,R3,R4,R5,R6,R7,,,,,,,,,,,,,,,,,,,,,,,,,,
区分,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14-19歳検挙人員(人),,,2060,1385,1068,732,782,631,628,856,1170,1350,,,,,,,,,,,,,,,,,,,,,,,,,,
,キーあり,,1144,812,648,445,540,397,408,585,808,894,,,,,,,,,,,,,,,,,,,,,,,,,,
,,中学生,403,267,210,102,153,117,111,170,237,310,,,,,,,,,,,,,,,,,,,,,,,,,,
,,高校生,457,327,287,219,240,174,213,299,389,392,,,,,,,,,,,,,,,,,,,,,,,,,,
,,その他,284,218,151,124,147,106,84,116,182,192,,,,,,,,,,,,,,,,,,,,,,,,,,
,キーなし,,916,573,420,287,242,234,220,271,362,456,,,,,,,,,,,,,,,,,,,,,,,,,,
,,中学生,343,172,106,67,51,54,76,63,105,145,,,,,,,,,,,,,,,,,,,,,,,,,,
,,高校生,312,222,165,110,106,103,85,119,161,181,,,,,,,,,,,,,,,,,,,,,,,,,,
,,その他,261,179,149,110,85,77,59,89,96,130,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
図表：２－３－３－オ－１（施錠状態別自転車盗認知・検挙状況）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,年次,H28,H29,H30,R元,R2,R3,R4,R5,R6,R7,,,,,,,,,,,,,,,,,,,,,,,,,,,
区分,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
認知件数(件),,236215,205381,183879,168703,120797,106585,128883,164180,174020,172654,,,,,,,,,,,,,,,,,,,,,,,,,,,
,施錠した,103423,85259,72763,65609,46971,40857,46770,56608,58699,56890,,,,,,,,,,,,,,,,,,,,,,,,,,,
,施錠せず,132792,120122,111116,103094,73826,65728,82113,107572,115321,115764,,,,,,,,,,,,,,,,,,,,,,,,,,,
検挙件数(件),,13587,13191,11677,11004,9559,8508,8936,10989,11679,11365,,,,,,,,,,,,,,,,,,,,,,,,,,,
,施錠した,4784,4998,3981,3856,3249,3208,3269,3852,4122,3846,,,,,,,,,,,,,,,,,,,,,,,,,,,
,施錠せず,8803,8193,7696,7148,6310,5300,5667,7137,7557,7519,,,,,,,,,,,,,,,,,,,,,,,,,,,
検挙人員(人),,8602,7831,7214,6407,5428,4243,4515,5416,5632,5470,,,,,,,,,,,,,,,,,,,,,,,,,,,
,施錠した,1584,1483,1154,1002,867,662,662,781,810,746,,,,,,,,,,,,,,,,,,,,,,,,,,,
,施錠せず,7018,6348,6060,5405,4561,3581,3853,4635,4822,4724,,,,,,,,,,,,,,,,,,,,,,,,,,,
検挙率（％）,,5.8,6.4,6.4,6.5,7.9,8,6.9,6.7,6.7,6.6,,,,,,,,,,,,,,,,,,,,,,,,,,,
,施錠した,4.6,5.9,5.5,5.9,6.9,7.9,7,6.8,7,6.8,,,,,,,,,,,,,,,,,,,,,,,,,,,
,施錠せず,6.6,6.8,6.9,6.9,8.5,8.1,6.9,6.6,6.6,6.5,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
図表：２－３－３－オ－２（施錠状態・発生場所別自転車盗認知件数）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,年次,R2,R3,R4,R5,R6,R7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
区分,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
施錠した認知件数(件),,,46971,40857,46770,56608,58699,56890,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,駐車(輪)場,,10086,7720,8614,10615,10546,11443,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,道路上,,7541,6013,6601,7368,7212,6634,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,住宅　,,19467,17658,19412,23807,25126,22794,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,一戸建住宅,2366,1924,2258,2621,2659,2324,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,４階建以上共同住宅,10411,9734,10565,12580,13324,12455,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,３階建以下共同住宅,6690,6000,6589,8606,9143,8015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,商業施設,,2672,2529,3187,3668,3692,3822,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,学校・幼稚園,,517,413,598,797,821,764,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,駅,,2393,2585,3769,4827,5644,5711,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,その他,,4295,3939,4589,5526,5658,5722,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
施錠せず認知件数,,,73826,65728,82113,107572,115321,115764,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,駐車(輪)場,,13309,10820,13202,17249,18200,19442,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,道路上,,9195,7389,9188,11080,10774,9978,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,住宅　,,29606,26647,31329,39967,41790,40040,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,一戸建住宅,8749,7107,7842,9372,9808,9278,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,４階建以上共同住宅,11084,10544,12922,16500,17452,16763,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,３階建以下共同住宅,9773,8996,10565,14095,14530,13999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,商業施設,,6099,5630,7770,10552,11637,12318,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,学校・幼稚園,,1383,1374,1936,2930,3087,3071,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,駅,,5298,5908,8337,11763,14135,14896,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,その他,,8936,7960,10351,14031,15698,16019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
図表：２－３－３－オ－３（施錠状態別自転車盗被害車両還付状況）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,年次,H28,H29,H30,R元,R2,R3,R4,R5,R6,R7,,,,,,,,,,,,,,,,,,,,,,,,,,,
区分,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
施錠した,認知件数(件),103423,85259,72763,65609,46971,40857,46770,56608,58699,56890,,,,,,,,,,,,,,,,,,,,,,,,,,,
,還付件数(件),44540,41285,34339,31280,25011,20855,21254,24441,25277,25489,,,,,,,,,,,,,,,,,,,,,,,,,,,
,還付率(％),43.1,48.4,47.2,47.7,53.2,51,45.4,43.2,43.1,44.8,,,,,,,,,,,,,,,,,,,,,,,,,,,
施錠せず,認知件数,132792,120122,111116,103094,73826,65728,82113,107572,115321,115764,,,,,,,,,,,,,,,,,,,,,,,,,,,
,還付件数,72754,67283,61241,56998,45834,38711,43027,55786,60017,62197,,,,,,,,,,,,,,,,,,,,,,,,,,,
,還付率(％),54.8,56,55.1,55.3,62.1,58.9,52.4,51.9,52,53.7,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
図表：２－３－３－オ－４（施錠状態・年齢層別自転車盗検挙人員、人口10万人当たり施錠状態・年齢層別自転車盗検挙人員）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,年次,H28,H29,H30,R元,R2,R3,R4,R5,R6,R7,,,,,,,,,,,,,,,,,,,,,,,,,
区分,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
検挙人員（人）,,,,8602,7831,7214,6407,5428,4243,4515,5416,5632,5470,,,,,,,,,,,,,,,,,,,,,,,,,
,施錠した,,,1584,1483,1154,1002,867,662,662,781,810,746,,,,,,,,,,,,,,,,,,,,,,,,,
,,14-19歳,,673,689,484,402,361,272,258,358,354,376,,,,,,,,,,,,,,,,,,,,,,,,,
,,,人口10万人当たり,9.4,9.7,6.9,5.8,5.3,4.1,3.9,5.5,5.4,5.8,,,,,,,,,,,,,,,,,,,,,,,,,
,,20-24歳,,218,214,127,163,135,95,81,73,103,89,,,,,,,,,,,,,,,,,,,,,,,,,
,,,人口10万人当たり,3.5,3.4,2,2.6,2.1,1.5,1.3,1.2,1.6,1.4,,,,,,,,,,,,,,,,,,,,,,,,,
,,25-29歳,,135,101,79,67,57,44,61,52,60,39,,,,,,,,,,,,,,,,,,,,,,,,,
,,,人口10万人当たり,2.1,1.6,1.3,1.1,0.9,0.7,1,0.8,0.9,0.6,,,,,,,,,,,,,,,,,,,,,,,,,
,,30-39歳,,145,125,99,86,59,60,48,81,68,48,,,,,,,,,,,,,,,,,,,,,,,,,
,,,人口10万人当たり,0.9,0.8,0.7,0.6,0.4,0.4,0.4,0.6,0.5,0.4,,,,,,,,,,,,,,,,,,,,,,,,,
,,40-49歳,,112,110,101,75,68,43,38,51,56,43,,,,,,,,,,,,,,,,,,,,,,,,,
,,,人口10万人当たり,0.6,0.6,0.5,0.4,0.4,0.2,0.2,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,
,,50-59歳,,92,76,85,56,54,42,59,62,56,48,,,,,,,,,,,,,,,,,,,,,,,,,
,,,人口10万人当たり,0.6,0.5,0.5,0.3,0.3,0.2,0.3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,
,,60-69歳,,98,93,90,66,62,41,43,46,37,39,,,,,,,,,,,,,,,,,,,,,,,,,
,,,人口10万人当たり,0.5,0.5,0.5,0.4,0.4,0.3,0.3,0.3,0.2,0.3,,,,,,,,,,,,,,,,,,,,,,,,,
,,70歳以上,,111,75,89,87,71,65,74,58,76,64,,,,,,,,,,,,,,,,,,,,,,,,,
,,,人口10万人当たり,0.5,0.3,0.3,0.3,0.3,0.2,0.3,0.2,0.3,0.2,,,,,,,,,,,,,,,,,,,,,,,,,
,施錠せず,,,7018,6348,6060,5405,4561,3581,3853,4635,4822,4724,,,,,,,,,,,,,,,,,,,,,,,,,
,,14-19歳,,2689,2377,2139,1872,1569,1276,1435,2018,2277,2253,,,,,,,,,,,,,,,,,,,,,,,,,
,,,人口10万人当たり,37.4,33.4,30.5,27.1,23.1,19.2,21.7,30.7,34.9,34.5,,,,,,,,,,,,,,,,,,,,,,,,,
,,20-24歳,,1505,1271,1277,1121,875,641,671,761,743,734,,,,,,,,,,,,,,,,,,,,,,,,,
,,,人口10万人当たり,24.4,20.4,20.2,17.6,13.8,10.2,10.7,12.2,11.9,11.7,,,,,,,,,,,,,,,,,,,,,,,,,
,,25-29歳,,606,567,533,476,433,280,310,355,329,292,,,,,,,,,,,,,,,,,,,,,,,,,
,,,人口10万人当たり,9.4,8.9,8.4,7.5,6.8,4.4,4.8,5.5,5,4.5,,,,,,,,,,,,,,,,,,,,,,,,,
,,30-39歳,,719,667,637,535,436,355,382,393,383,347,,,,,,,,,,,,,,,,,,,,,,,,,
,,,人口10万人当たり,4.7,4.4,4.3,3.7,3.1,2.6,2.8,2.9,2.9,2.6,,,,,,,,,,,,,,,,,,,,,,,,,
,,40-49歳,,460,486,429,438,361,286,275,328,285,298,,,,,,,,,,,,,,,,,,,,,,,,,
,,,人口10万人当たり,2.4,2.6,2.3,2.4,2,1.6,1.6,1.9,1.7,1.8,,,,,,,,,,,,,,,,,,,,,,,,,
,,50-59歳,,327,320,303,301,308,232,235,261,298,264,,,,,,,,,,,,,,,,,,,,,,,,,
,,,人口10万人当たり,2.1,2,1.9,1.8,1.8,1.4,1.3,1.5,1.6,1.4,,,,,,,,,,,,,,,,,,,,,,,,,
,,60-69歳,,375,346,371,281,267,211,224,208,216,226,,,,,,,,,,,,,,,,,,,,,,,,,
,,,人口10万人当たり,2,2,2.2,1.7,1.7,1.4,1.5,1.4,1.5,1.5,,,,,,,,,,,,,,,,,,,,,,,,,
,,70歳以上,,337,314,371,381,312,300,321,311,291,310,,,,,,,,,,,,,,,,,,,,,,,,,
,,,人口10万人当たり,1.4,1.2,1.4,1.4,1.1,1.1,1.1,1.1,1,1.1,,,,,,,,,,,,,,,,,,,,,,,,,
