図表：１－１－１（刑法犯認知・検挙状況）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
年次,S21,S22,S23,S24,S25,S26,S27,S28,S29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,奈良,4524,5065,4437,4075,3599,3550,2986,3539,3669,3669,,,,,,,,,,,,,,,,,,,,,,,,,,
,,和歌山,2661,3216,2891,2704,2132,2183,2022,2416,2627,2564,,,,,,,,,,,,,,,,,,,,,,,,,,
,中国,計,18694,18151,16506,16489,15293,14685,14308,15083,15545,16356,,,,,,,,,,,,,,,,,,,,,,,,,,
,,鳥取,1796,1683,1412,1489,1355,1408,1449,1420,1465,1664,,,,,,,,,,,,,,,,,,,,,,,,,,
,,島根,1816,1737,1682,1482,1439,1365,1303,1422,1467,1473,,,,,,,,,,,,,,,,,,,,,,,,,,
,,岡山,5132,5076,4266,4185,3813,3821,3676,4033,3856,4471,,,,,,,,,,,,,,,,,,,,,,,,,,
,,広島,6792,6501,6182,6459,6104,5808,5498,5900,6328,6067,,,,,,,,,,,,,,,,,,,,,,,,,,
,,山口,3158,3154,2964,2874,2582,2283,2382,2308,2429,2681,,,,,,,,,,,,,,,,,,,,,,,,,,
,四国,計,11332,10471,10063,8981,8618,8034,8122,8758,9134,9316,,,,,,,,,,,,,,,,,,,,,,,,,,
,,徳島,2010,1826,1691,1654,1329,1068,1131,1150,1303,1452,,,,,,,,,,,,,,,,,,,,,,,,,,
,,香川,2985,2566,2646,2688,2653,2390,2271,2686,2745,2877,,,,,,,,,,,,,,,,,,,,,,,,,,
,,愛媛,4310,4394,4074,3094,3113,3045,3255,3366,3272,3155,,,,,,,,,,,,,,,,,,,,,,,,,,
,,高知,2027,1685,1652,1545,1523,1531,1465,1556,1814,1832,,,,,,,,,,,,,,,,,,,,,,,,,,
,九州,計,39715,38065,34668,32755,31658,29553,27041,29794,31696,35229,,,,,,,,,,,,,,,,,,,,,,,,,,
,,福岡,17849,16460,15114,14697,14736,12970,11488,12150,12922,13961,,,,,,,,,,,,,,,,,,,,,,,,,,
,,佐賀,2658,2527,2286,2145,2011,1980,1577,1852,2107,2212,,,,,,,,,,,,,,,,,,,,,,,,,,
,,長崎,2836,2921,2394,2204,1955,2013,1922,2184,2275,2485,,,,,,,,,,,,,,,,,,,,,,,,,,
,,熊本,4386,4053,3681,3468,3578,3306,2905,3252,3485,3664,,,,,,,,,,,,,,,,,,,,,,,,,,
,,大分,2290,2281,1885,1506,1526,1667,1526,1513,1698,2167,,,,,,,,,,,,,,,,,,,,,,,,,,
,,宮崎,2382,2385,2260,1909,1938,1792,1626,2033,1971,2176,,,,,,,,,,,,,,,,,,,,,,,,,,
,,鹿児島,3191,3014,3129,2963,2466,2498,2325,2735,2841,3459,,,,,,,,,,,,,,,,,,,,,,,,,,
,,沖縄,4123,4424,3919,3863,3448,3327,3672,4075,4397,5105,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
図表：１－５－４（都道府県別刑法犯検挙人員）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,年次,H28,H29,H30,R元,R2,R3,R4,R5,R6,R7,,,,,,,,,,,,,,,,,,,,,,,,,,
都道府県,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
全国総数(件),,,226376,215003,206094,192607,182582,175041,169409,183269,191826,200663,,,,,,,,,,,,,,,,,,,,,,,,,,
,北海道,,8460,8712,8786,8014,7077,7556,7588,8728,8864,9431,,,,,,,,,,,,,,,,,,,,,,,,,,
,東北,計,11760,11255,11045,10374,9978,9331,8975,9609,10329,10099,,,,,,,,,,,,,,,,,,,,,,,,,,
,,青森,1621,1538,1653,1382,1416,1264,1253,1413,1487,1478,,,,,,,,,,,,,,,,,,,,,,,,,,
,,岩手,1282,1272,1193,1150,1064,1057,955,1039,1128,1169,,,,,,,,,,,,,,,,,,,,,,,,,,
,,宮城,3209,3205,3205,3113,2872,2602,2680,2904,3196,3000,,,,,,,,,,,,,,,,,,,,,,,,,,
,,秋田,1364,1267,1186,984,1007,1002,861,904,1007,936,,,,,,,,,,,,,,,,,,,,,,,,,,
,,山形,1910,1699,1693,1514,1505,1402,1393,1303,1319,1377,,,,,,,,,,,,,,,,,,,,,,,,,,
,,福島,2374,2274,2115,2231,2114,2004,1833,2046,2192,2139,,,,,,,,,,,,,,,,,,,,,,,,,,
,東京,,31044,28530,28468,24902,23271,21026,20911,21968,23731,24587,,,,,,,,,,,,,,,,,,,,,,,,,,
,関東,計,65127,60314,56101,51692,50090,47465,44544,47758,50024,53403,,,,,,,,,,,,,,,,,,,,,,,,,,
,,茨城,4873,4909,4237,3562,3311,3107,3207,3374,3584,4194,,,,,,,,,,,,,,,,,,,,,,,,,,
,,栃木,2841,2673,2551,2289,2054,1975,2009,2169,2072,2173,,,,,,,,,,,,,,,,,,,,,,,,,,
,,群馬,4063,3758,3495,3318,3151,3036,2676,3065,3208,3294,,,,,,,,,,,,,,,,,,,,,,,,,,
,,埼玉,12739,12078,11877,11297,11253,10324,9573,9973,10054,10849,,,,,,,,,,,,,,,,,,,,,,,,,,
,,千葉,10158,8946,8464,7726,7868,7663,6700,7589,8178,8573,,,,,,,,,,,,,,,,,,,,,,,,,,
,,神奈川,16356,14431,12734,11128,11117,10564,10134,10712,11677,12241,,,,,,,,,,,,,,,,,,,,,,,,,,
,,新潟,3731,3667,3450,3182,2862,2629,2626,2695,2819,3146,,,,,,,,,,,,,,,,,,,,,,,,,,
,,山梨,1143,1132,1185,1123,1045,867,839,865,850,923,,,,,,,,,,,,,,,,,,,,,,,,,,
,,長野,2411,2391,2350,2184,1916,1812,1762,1888,1982,2102,,,,,,,,,,,,,,,,,,,,,,,,,,
,,静岡,6812,6329,5758,5883,5513,5488,5018,5428,5600,5908,,,,,,,,,,,,,,,,,,,,,,,,,,
,中部,計,23933,23231,22841,22587,21270,21279,19936,21783,22722,22789,,,,,,,,,,,,,,,,,,,,,,,,,,
,,富山,1584,1639,1664,1657,1702,1703,1681,1827,1859,1962,,,,,,,,,,,,,,,,,,,,,,,,,,
,,石川,1687,1472,1380,1428,1247,1397,1282,1519,1565,1550,,,,,,,,,,,,,,,,,,,,,,,,,,
,,福井,1153,1150,1117,1291,1263,1100,1051,1183,1290,1265,,,,,,,,,,,,,,,,,,,,,,,,,,
,,岐阜,2845,2775,2848,3038,2932,3015,2730,2840,3033,2980,,,,,,,,,,,,,,,,,,,,,,,,,,
,,愛知,14505,14002,13622,13235,12263,12218,11396,12298,12578,12641,,,,,,,,,,,,,,,,,,,,,,,,,,
,,三重,2159,2193,2210,1938,1863,1846,1796,2116,2397,2391,,,,,,,,,,,,,,,,,,,,,,,,,,
,近畿,計,40623,40120,38655,36354,34879,32838,33041,36976,37874,38878,,,,,,,,,,,,,,,,,,,,,,,,,,
,,滋賀,2172,2060,1952,1736,1807,1893,2146,2447,2397,2525,,,,,,,,,,,,,,,,,,,,,,,,,,
,,京都,4489,4505,4295,3720,3643,3567,3436,3857,4022,4096,,,,,,,,,,,,,,,,,,,,,,,,,,
,,大阪,17484,16970,15918,15561,14965,13626,13869,15766,15991,16594,,,,,,,,,,,,,,,,,,,,,,,,,,
,,兵庫,12145,12320,12455,11490,10950,10212,10159,10952,11236,11675,,,,,,,,,,,,,,,,,,,,,,,,,,
,,奈良,2415,2328,2326,2257,2040,2097,1991,2249,2457,2369,,,,,,,,,,,,,,,,,,,,,,,,,,
,,和歌山,1918,1937,1709,1590,1474,1443,1440,1705,1771,1619,,,,,,,,,,,,,,,,,,,,,,,,,,
,中国,計,12730,11906,11237,10978,10149,9973,9761,10023,10408,11339,,,,,,,,,,,,,,,,,,,,,,,,,,
,,鳥取,942,938,894,866,880,962,948,928,916,1114,,,,,,,,,,,,,,,,,,,,,,,,,,
,,島根,858,853,846,788,728,730,648,747,795,882,,,,,,,,,,,,,,,,,,,,,,,,,,
,,岡山,3782,3285,2933,2926,2641,2655,2700,2803,2763,2999,,,,,,,,,,,,,,,,,,,,,,,,,,
,,広島,4989,4655,4440,4493,4206,4036,3958,3963,4195,4337,,,,,,,,,,,,,,,,,,,,,,,,,,
,,山口,2159,2175,2124,1905,1694,1590,1507,1582,1739,2007,,,,,,,,,,,,,,,,,,,,,,,,,,
,四国,計,6586,5973,5826,5340,5028,4939,4774,4994,5346,5618,,,,,,,,,,,,,,,,,,,,,,,,,,
,,徳島,1103,1048,910,809,673,703,636,690,839,907,,,,,,,,,,,,,,,,,,,,,,,,,,
,,香川,1788,1633,1595,1536,1592,1519,1435,1650,1680,1722,,,,,,,,,,,,,,,,,,,,,,,,,,
,,愛媛,2632,2289,2401,2056,1899,1788,1757,1736,1797,1872,,,,,,,,,,,,,,,,,,,,,,,,,,
,,高知,1063,1003,920,939,864,929,946,918,1030,1117,,,,,,,,,,,,,,,,,,,,,,,,,,
,九州,計,26113,24962,23135,22366,20840,20634,19879,21430,22528,24519,,,,,,,,,,,,,,,,,,,,,,,,,,
,,福岡,10880,10475,9906,10198,9433,9108,8559,8923,9323,9884,,,,,,,,,,,,,,,,,,,,,,,,,,
,,佐賀,1531,1458,1281,1085,1112,1203,1087,1199,1386,1470,,,,,,,,,,,,,,,,,,,,,,,,,,
,,長崎,1866,1910,1760,1697,1492,1579,1515,1643,1716,1840,,,,,,,,,,,,,,,,,,,,,,,,,,
,,熊本,2944,2753,2595,2452,2173,2302,2150,2340,2547,2852,,,,,,,,,,,,,,,,,,,,,,,,,,
,,大分,1548,1516,1312,1094,1124,1149,1003,1083,1187,1408,,,,,,,,,,,,,,,,,,,,,,,,,,
,,宮崎,1642,1670,1553,1290,1213,1192,1224,1336,1301,1472,,,,,,,,,,,,,,,,,,,,,,,,,,
,,鹿児島,2330,1935,1722,1712,1657,1618,1614,1927,2015,2216,,,,,,,,,,,,,,,,,,,,,,,,,,
,,沖縄,3372,3245,3006,2838,2636,2483,2727,2979,3053,3377,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
図表:２－１－０－１（重要犯罪認知・検挙状況）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,年次,H28,H29,H30,R元,R2,R3,R4,R5,R6,R7,,,,,,,,,,,,,,,,,,,,,,,,,,
区分,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
重要犯罪,,認知件数(件),11546,10888,10544,9899,8935,8821,9535,12372,14614,15086,,,,,,,,,,,,,,,,,,,,,,,,,,
,,検挙件数(件),8843,8747,8908,8507,8369,8240,8353,10118,12641,13094,,,,,,,,,,,,,,,,,,,,,,,,,,
,,検挙人員(人),7236,7090,7373,7386,7317,7372,7422,9137,11235,11847,,,,,,,,,,,,,,,,,,,,,,,,,,
,,検挙率(%),76.6,80.3,84.5,85.9,93.7,93.4,87.6,81.8,86.5,86.8,,,,,,,,,,,,,,,,,,,,,,,,,,
,殺人,認知件数,895,920,915,950,929,874,853,912,970,976,,,,,,,,,,,,,,,,,,,,,,,,,,
,,検挙件数,901,930,886,945,913,883,817,872,937,961,,,,,,,,,,,,,,,,,,,,,,,,,,
,,検挙人員,816,874,836,924,878,848,785,808,923,895,,,,,,,,,,,,,,,,,,,,,,,,,,
,,検挙率,100.7,101.1,96.8,99.5,98.3,101,95.8,95.6,96.6,98.5,,,,,,,,,,,,,,,,,,,,,,,,,,
,強盗,認知件数,2332,1852,1787,1511,1397,1138,1148,1361,1370,1428,,,,,,,,,,,,,,,,,,,,,,,,,,
,,検挙件数,1878,1521,1559,1326,1358,1130,1060,1232,1267,1296,,,,,,,,,,,,,,,,,,,,,,,,,,
,,検挙人員,1984,1704,1732,1604,1654,1460,1322,1601,1780,1813,,,,,,,,,,,,,,,,,,,,,,,,,,
,,検挙率,80.5,82.1,87.2,87.8,97.2,99.3,92.3,90.5,92.5,90.8,,,,,,,,,,,,,,,,,,,,,,,,,,
,放火,認知件数,914,959,891,840,786,749,781,766,758,706,,,,,,,,,,,,,,,,,,,,,,,,,,
,,検挙件数,686,715,702,658,700,664,644,655,648,567,,,,,,,,,,,,,,,,,,,,,,,,,,
,,検挙人員,577,579,537,519,582,534,532,576,511,500,,,,,,,,,,,,,,,,,,,,,,,,,,
,,検挙率,75.1,74.6,78.8,78.3,89.1,88.7,82.5,85.5,85.5,80.3,,,,,,,,,,,,,,,,,,,,,,,,,,
,不同意性交等,認知件数,989,1109,1307,1405,1332,1388,1655,2711,3936,4177,,,,,,,,,,,,,,,,,,,,,,,,,,
,,検挙件数,970,1027,1190,1311,1297,1330,1401,2073,3376,3645,,,,,,,,,,,,,,,,,,,,,,,,,,
,,検挙人員,875,910,1088,1178,1177,1251,1339,1875,3086,3371,,,,,,,,,,,,,,,,,,,,,,,,,,
,,検挙率,98.1,92.6,91,93.3,97.4,95.8,84.7,76.5,85.8,87.3,,,,,,,,,,,,,,,,,,,,,,,,,,
,不同意わいせつ,認知件数,6188,5809,5340,4900,4154,4283,4708,6096,6992,7193,,,,,,,,,,,,,,,,,,,,,,,,,,
,,検挙件数,4207,4320,4288,3999,3766,3868,4062,4813,5857,6059,,,,,,,,,,,,,,,,,,,,,,,,,,
,,検挙人員,2799,2837,2923,2926,2760,2903,3067,3804,4450,4732,,,,,,,,,,,,,,,,,,,,,,,,,,
,,検挙率,68,74.4,80.3,81.6,90.7,90.3,86.3,79,83.8,84.2,,,,,,,,,,,,,,,,,,,,,,,,,,
,略取誘拐・人身売買,認知件数,228,239,304,293,337,389,390,526,588,606,,,,,,,,,,,,,,,,,,,,,,,,,,
,,検挙件数,201,234,283,268,335,365,369,473,556,566,,,,,,,,,,,,,,,,,,,,,,,,,,
,,検挙人員,185,186,257,235,266,376,377,473,485,536,,,,,,,,,,,,,,,,,,,,,,,,,,
,,検挙率,88.2,97.9,93.1,91.5,99.4,93.8,94.6,89.9,94.6,93.4,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
図表:２－１－０－２（重要犯罪罪種・本件・余罪・主たる被疑者の特定の端緒（警察活動）別検挙件数　R7),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,警察活動,合計,本件事件,,,,,余罪事件,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
区分,,,,防犯カメラ等の画像,職務質問,その他,該当なし,,防犯カメラ等の画像,取調べ,その他,該当なし,,,,,,,,,,,,,,,,,,,,,,,,,,
重要犯罪検挙件数（件）,,12864,11475,2290,445,6786,1954,1389,159,748,450,32,,,,,,,,,,,,,,,,,,,,,,,,,,
,殺人,901,852,87,39,526,200,49,5,33,9,2,,,,,,,,,,,,,,,,,,,,,,,,,,
,強盗,1286,1206,368,111,528,199,80,25,35,19,1,,,,,,,,,,,,,,,,,,,,,,,,,,
,放火,538,486,106,27,291,62,52,6,43,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,
,不同意性交等,3592,3262,377,51,2281,553,330,13,173,132,12,,,,,,,,,,,,,,,,,,,,,,,,,,
,不同意わいせつ,5997,5158,1253,179,2839,887,839,103,446,274,16,,,,,,,,,,,,,,,,,,,,,,,,,,
,略取誘拐・人身売買,550,511,99,38,321,53,39,7,18,13,1,,,,,,,,,,,,,,,,,,,,,,,,,,
※　解決事件を除く。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
※　「本件事件」とは、取調べを開始するまでにその被疑者が罪を犯したことを疑うに足りる相当の証拠を収集した事件をいい、,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
　「余罪事件」とは、本件事件以外をいう。以下同じ。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
図表：２－１－１－１（殺人認知・検挙状況、被害者数）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,年次,H28,H29,H30,R元,R2,R3,R4,R5,R6,R7,,,,,,,,,,,,,,,,,,,,,,,,,,,
区分,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
認知件数（件）,,895,920,915,950,929,874,853,912,970,976,,,,,,,,,,,,,,,,,,,,,,,,,,,
,既遂,338,291,337,312,318,279,276,281,286,284,,,,,,,,,,,,,,,,,,,,,,,,,,,
,未遂,557,629,578,638,611,595,577,631,684,692,,,,,,,,,,,,,,,,,,,,,,,,,,,
検挙件数（件）,,901,930,886,945,913,883,817,872,937,961,,,,,,,,,,,,,,,,,,,,,,,,,,,
検挙人員（人）,,816,874,836,924,878,848,785,808,923,895,,,,,,,,,,,,,,,,,,,,,,,,,,,
検挙率（％）,,100.7,101.1,96.8,99.5,98.3,101,95.8,95.6,96.6,98.5,,,,,,,,,,,,,,,,,,,,,,,,,,,
被害(死亡)者数(人),,362,306,334,319,318,285,289,285,283,279,,,,,,,,,,,,,,,,,,,,,,,,,,,
,男性,165,133,155,138,131,151,122,141,122,109,,,,,,,,,,,,,,,,,,,,,,,,,,,
,女性,197,173,179,181,187,134,167,144,161,170,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
図表：２－１－１－２（年齢層別殺人検挙人員、人口10万人当たり年齢層別殺人検挙人員）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,年次,H28,H29,H30,R元,R2,R3,R4,R5,R6,R7,,,,,,,,,,,,,,,,,,,,,,,,,,
区分,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
検挙人員（人）,,,816,874,836,924,878,848,785,808,923,895,,,,,,,,,,,,,,,,,,,,,,,,,,
,14-19歳,,51,47,34,48,50,40,51,45,57,61,,,,,,,,,,,,,,,,,,,,,,,,,,
,,人口10万人当たり,0.7,0.7,0.5,0.7,0.7,0.6,0.8,0.7,0.9,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,
,20-29歳,,145,163,169,187,176,220,171,168,211,206,,,,,,,,,,,,,,,,,,,,,,,,,,
,,人口10万人当たり,1.2,1.3,1.3,1.5,1.4,1.7,1.3,1.3,1.7,1.6,,,,,,,,,,,,,,,,,,,,,,,,,,
,30-39歳,,174,195,151,187,157,153,170,155,189,172,,,,,,,,,,,,,,,,,,,,,,,,,,
,,人口10万人当たり,1.1,1.3,1,1.3,1.1,1.1,1.2,1.2,1.4,1.3,,,,,,,,,,,,,,,,,,,,,,,,,,
,40-49歳,,149,167,177,192,171,155,133,134,157,149,,,,,,,,,,,,,,,,,,,,,,,,,,
,,人口10万人当たり,0.8,0.9,0.9,1,0.9,0.9,0.8,0.8,1,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,
,50-59歳,,100,119,104,106,143,125,116,124,124,119,,,,,,,,,,,,,,,,,,,,,,,,,,
,,人口10万人当たり,0.6,0.8,0.6,0.6,0.9,0.7,0.7,0.7,0.7,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,
,60-69歳,,100,87,111,83,68,59,59,70,81,58,,,,,,,,,,,,,,,,,,,,,,,,,,
,,人口10万人当たり,0.5,0.5,0.7,0.5,0.4,0.4,0.4,0.5,0.5,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,
,70歳以上,,97,96,90,121,113,96,85,112,104,130,,,,,,,,,,,,,,,,,,,,,,,,,,
,,人口10万人当たり,0.4,0.4,0.3,0.4,0.4,0.3,0.3,0.4,0.4,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
図表：２－１－１－３（既遂・未遂、被疑者と被害者の関係別殺人検挙件数）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,年次,H28,H29,H30,R元,R2,R3,R4,R5,R6,R7,,,,,,,,,,,,,,,,,,,,,,,,,
区分,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
既遂検挙件数(件),,,,256,243,263,248,250,231,203,226,220,240,,,,,,,,,,,,,,,,,,,,,,,,,
,面識あり,,,237,224,228,233,230,210,181,204,196,210,,,,,,,,,,,,,,,,,,,,,,,,,
,,親族,,149,143,139,152,129,127,104,111,110,127,,,,,,,,,,,,,,,,,,,,,,,,,
,,,配偶者 ,49,47,41,53,34,37,31,26,33,35,,,,,,,,,,,,,,,,,,,,,,,,,
,,,親,39,47,45,45,47,47,36,48,40,43,,,,,,,,,,,,,,,,,,,,,,,,,
,,,子,40,30,30,31,34,22,21,23,19,31,,,,,,,,,,,,,,,,,,,,,,,,,
,,,兄弟姉妹,10,9,13,12,10,10,6,9,10,13,,,,,,,,,,,,,,,,,,,,,,,,,
,,,その他の親族,11,10,10,11,4,11,10,5,8,5,,,,,,,,,,,,,,,,,,,,,,,,,
,,元配偶者,,-,-,-,-,0,4,2,2,3,2,,,,,,,,,,,,,,,,,,,,,,,,,
,,交際相手,,-,-,-,-,29,16,21,24,22,19,,,,,,,,,,,,,,,,,,,,,,,,,
,,知人、友人,,61,48,53,55,33,42,27,36,32,35,,,,,,,,,,,,,,,,,,,,,,,,,
,,職場関係者,,9,9,10,7,19,10,8,7,15,10,,,,,,,,,,,,,,,,,,,,,,,,,
,,その他,,18,24,26,19,20,11,19,24,14,17,,,,,,,,,,,,,,,,,,,,,,,,,
,面識なし,,,14,13,25,9,15,16,15,13,15,19,,,,,,,,,,,,,,,,,,,,,,,,,
,被害者なし,,,5,6,10,6,5,5,7,9,9,11,,,,,,,,,,,,,,,,,,,,,,,,,
未遂検挙件数,,,,554,603,556,626,574,577,551,588,641,661,,,,,,,,,,,,,,,,,,,,,,,,,
,面識あり,,,476,516,465,553,489,472,455,491,531,537,,,,,,,,,,,,,,,,,,,,,,,,,
,,親族,,291,275,279,323,259,245,233,218,266,272,,,,,,,,,,,,,,,,,,,,,,,,,
,,,配偶者,109,110,112,105,90,85,77,80,87,76,,,,,,,,,,,,,,,,,,,,,,,,,
,,,親,75,74,69,86,69,68,72,63,83,93,,,,,,,,,,,,,,,,,,,,,,,,,
,,,子,63,52,63,76,57,46,38,36,57,52,,,,,,,,,,,,,,,,,,,,,,,,,
,,,兄弟姉妹,27,27,23,35,31,32,34,21,27,36,,,,,,,,,,,,,,,,,,,,,,,,,
,,,その他の親族,17,12,12,21,12,14,12,18,12,15,,,,,,,,,,,,,,,,,,,,,,,,,
,,元配偶者,,-,-,-,-,8,6,6,5,11,14,,,,,,,,,,,,,,,,,,,,,,,,,
,,交際相手,,-,-,-,-,57,67,70,77,75,78,,,,,,,,,,,,,,,,,,,,,,,,,
,,知人、友人,,118,149,113,134,81,70,71,105,84,92,,,,,,,,,,,,,,,,,,,,,,,,,
,,職場関係者,,21,34,24,36,38,35,28,40,49,45,,,,,,,,,,,,,,,,,,,,,,,,,
,,その他,,46,58,49,60,46,49,47,46,46,36,,,,,,,,,,,,,,,,,,,,,,,,,
,面識なし,,,78,87,91,73,85,105,96,97,110,124,,,,,,,,,,,,,,,,,,,,,,,,,
※　解決事件を除く。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
※　「被疑者と被害者の関係」とは、被疑者からみた被害者との関係をいう。以下同じ。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
※　「被害者なし」とは、殺人予備罪のうち被害者が特定されないものをいう。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
※　「元配偶者」及び「交際相手」は令和２年から計上開始。内縁関係にある者は、令和元年までは,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,「配偶者」、令和２年からは「交際相手」に含む。以下同じ。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
図表：２－１－２－１（強盗認知・検挙状況）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,年次,H28,H29,H30,R元,R2,R3,R4,R5,R6,R7,,,,,,,,,,,,,,,,,,,,,,,,,,
区分,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
認知件数（件）,,,2332,1852,1787,1511,1397,1138,1148,1361,1370,1428,,,,,,,,,,,,,,,,,,,,,,,,,,
,侵入強盗,,811,588,576,461,401,297,290,414,357,349,,,,,,,,,,,,,,,,,,,,,,,,,,
,,金融機関強盗,27,26,17,13,11,9,17,11,10,2,,,,,,,,,,,,,,,,,,,,,,,,,,
,,住宅強盗,175,147,153,147,151,97,116,131,114,128,,,,,,,,,,,,,,,,,,,,,,,,,,
,,コンビニ強盗,384,245,245,167,122,106,74,136,119,104,,,,,,,,,,,,,,,,,,,,,,,,,,
,,その他の店舗強盗,163,120,96,87,84,46,46,71,64,55,,,,,,,,,,,,,,,,,,,,,,,,,,
,,侵入強盗その他,62,50,65,47,33,39,37,65,50,60,,,,,,,,,,,,,,,,,,,,,,,,,,
,非侵入強盗,,1521,1264,1211,1050,996,841,858,947,1013,1079,,,,,,,,,,,,,,,,,,,,,,,,,,
,,途中強盗,12,5,7,5,5,3,3,6,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,
,,タクシー強盗,116,94,94,90,79,61,71,56,78,82,,,,,,,,,,,,,,,,,,,,,,,,,,
,,自動車強盗,30,26,15,22,20,21,21,34,24,36,,,,,,,,,,,,,,,,,,,,,,,,,,
,,路上強盗,580,504,401,320,297,238,225,232,324,272,,,,,,,,,,,,,,,,,,,,,,,,,,
,,非侵入強盗その他,783,635,694,613,595,518,538,619,584,685,,,,,,,,,,,,,,,,,,,,,,,,,,
検挙件数(件),,,1878,1521,1559,1326,1358,1130,1060,1232,1267,1296,,,,,,,,,,,,,,,,,,,,,,,,,,
,侵入強盗,,624,507,498,402,405,296,280,379,341,314,,,,,,,,,,,,,,,,,,,,,,,,,,
,,金融機関強盗,26,24,16,12,13,9,17,10,9,2,,,,,,,,,,,,,,,,,,,,,,,,,,
,,住宅強盗,136,138,113,125,150,95,107,115,112,100,,,,,,,,,,,,,,,,,,,,,,,,,,
,,コンビニ強盗,300,192,221,145,121,105,77,129,115,103,,,,,,,,,,,,,,,,,,,,,,,,,,
,,その他の店舗強盗,119,103,93,77,84,49,47,70,56,53,,,,,,,,,,,,,,,,,,,,,,,,,,
,,侵入強盗その他,43,50,55,43,37,38,32,55,49,56,,,,,,,,,,,,,,,,,,,,,,,,,,
,非侵入強盗,,1254,1014,1061,924,953,834,780,853,926,982,,,,,,,,,,,,,,,,,,,,,,,,,,
,,途中強盗,8,9,5,4,4,4,1,7,2,6,,,,,,,,,,,,,,,,,,,,,,,,,,
,,タクシー強盗,110,90,89,87,76,67,65,56,82,76,,,,,,,,,,,,,,,,,,,,,,,,,,
,,自動車強盗,24,24,10,20,14,19,19,31,20,31,,,,,,,,,,,,,,,,,,,,,,,,,,
,,路上強盗,390,294,300,237,264,244,188,189,262,255,,,,,,,,,,,,,,,,,,,,,,,,,,
,,非侵入強盗その他,722,597,657,576,595,500,507,570,560,614,,,,,,,,,,,,,,,,,,,,,,,,,,
検挙人員(人),,,1984,1704,1732,1604,1654,1460,1322,1601,1780,1813,,,,,,,,,,,,,,,,,,,,,,,,,,
,侵入強盗,,612,588,545,475,543,426,354,522,481,422,,,,,,,,,,,,,,,,,,,,,,,,,,
,,金融機関強盗,26,23,14,11,12,9,15,9,8,3,,,,,,,,,,,,,,,,,,,,,,,,,,
,,住宅強盗,167,187,162,182,276,188,176,209,208,164,,,,,,,,,,,,,,,,,,,,,,,,,,
,,コンビニ強盗,232,179,179,134,106,101,74,110,102,93,,,,,,,,,,,,,,,,,,,,,,,,,,
